,unique_id,dfs.fid,dfs.prior.1,dfs.prior.2,dfs.prior.3,fid,length,speed.fid,speed.prior.1,speed.prior.2,speed.prior.3,Treatment,opcode,family,genus,species,activity,school_individual,DFSAvg,speed.priorAvg,scientific,site
17,Diver 1LIZARD4_CAM4_RIG1,253.815,339.316,226.982,234.159,2367.082,381.094,0.336496491,0.038800333,0.097627,0.10116,Diver,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,266.819,0.079195778,Plectorhinchus.chrysotaenia,4
18,Diver 1LIZARD4_CAM5_RIG1,0,0,0,0,2351.589,418.106,0.202286512,0,0,0,Diver,LIZARD4_CAM5_RIG1,Serranidae,Plectropomus,spp,flight,Individual,NA,0,Plectropomus.spp,4
19,Diver 2LIZARD1_CAM4_RIG2,78.671,98.63,56.251,33.981,907.241,209.065,0.267878351,0,0,0.065503,Diver,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,hide,Individual,62.954,0.021834333,Lutjanus.fulviflamma,1
20,Diver 2LIZARD1_CAM6_RIG1,NA,243.168,227.072,160.132,1837.978,198.666,0.089004,0,0.077831,0.116416333,Diver,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,hide,Individual,210.124,0.064749111,Lutjanus.fulviflamma,1
21,Diver 2LIZARD2_CAM2_RIG1,288.632,282.622,72.916,87.057,2250.825,240.415,0.343318919,0,0,0,Diver,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,147.5316667,0,Diagramma.pictum,2
22,Diver 2LIZARD2_CAM5_RIG3,216.56,271.131,274.709,204.977,571.92,289.912,0.184121244,0.036259,0.01869,0,Diver,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,C- turn,Individual,250.2723333,0.018316333,Plectorhinchus.chrysotaenia,2
23,Diver 2LIZARD3_CAM1_RIG1,514.038,774.858,758.448,729.721,1294.886,367.392,0.446612143,0,0,0.112687,Diver,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,754.3423333,0.037562333,Plectorhinchus.chrysotaenia,3
24,Diver 2LIZARD3_CAM3_RIG2,NA,215.28,284.869,457.41,1547.185,NA,NA,0.026354333,0.016414,0.196890667,Diver,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,319.1863333,0.079886333,Lutjanus.fulviflamma,3
25,Diver 2LIZARD4_CAM4_RIG1,0,0,97.961,0,2754.703,270.617,1.318135714,0,0.046263,NA,Shark,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,carponotatus,C- turn,Individual,97.961,0.0231315,Lutjanus.carponotatus,4
26,Diver 3aLIZARD1_CAM4_RIG2,146.636,106.978,115.356,119.649,1124.861,115.475,0.120094118,0,0,0,Diver,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,113.9943333,0,Lutjanus.spp,1
27,Diver 3bLIZARD1_CAM4_RIG2,188.556,155.828,156.707,165.56,1122.993,127.789,0.121311765,0.019211667,0,0,Diver,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,159.365,0.006403889,Lutjanus.spp,1
28,Diver 3LIZARD2_CAM2_RIG1,321.14,682.106,134.44,102.35,1934.461,245.161,0.590918919,0,0,0.050028,Diver,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,306.2986667,0.016676,Diagramma.pictum,2
29,Diver 3LIZARD3_CAM1_RIG1,268.128,101.582,279.04,209.636,1886.119,357.676,0.428095726,0,0,0,Diver,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,hide,Individual,196.7526667,0,Pomacanthus.sexstriatus,3
30,Diver 3LIZARD3_CAM3_RIG2,NA,195.909,192.578,156.544,1202.818,NA,0.270395522,0.042542667,0.125339,0.040256,Diver,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,181.677,0.069379222,Lutjanus.fulviflamma,3
31,Diver 4LIZARD2_CAM2_RIG1,155.505,212.672,245.662,234.602,1751.107,268.557,0.281834737,0,0,0,Diver,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,230.9786667,0,Diagramma.pictum,2
32,Perspex 1aLIZARD3_CAM3_RIG2,NA,98.055,107.925,125.569,1464.222,186.235,0,0.028884333,0.017132333,0.022158667,Perspex,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,110.5163333,0.022725111,Lutjanus.fulviflamma,3
33,Perspex 1bLIZARD3_CAM3_RIG2,NA,161.793,129.309,81.835,1469.987,189.507,0,0.017730333,0,0.023452667,Perspex,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,124.3123333,0.013727667,Lutjanus.fulviflamma,3
34,Perspex 1cLIZARD3_CAM3_RIG2,NA,104.846,70.692,90.228,1507.746,197.037,0,0.039821667,0.034454667,NA,Perspex,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,88.58866667,0.037138167,Lutjanus.fulviflamma,3
35,Perspex 1LIZARD1_CAM2_RIG3,305.731,NA,49.224,309.093,711.662,161.777,0.206492063,NA,0.117527667,0.090184667,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,179.1585,0.103856167,Lutjanus.fulviflamma,1
36,Perspex 1LIZARD1_CAM4_RIG2,123.9,158.38,159.824,148.06,1027.597,110.271,0,0,0,0,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,155.4213333,0,Lutjanus.spp,1
37,Perspex 1LIZARD1_CAM5_RIG3,0,0,0,95.603,940.325,126.616,0.068906024,0.05765,0.156475,0.107513699,Perspex,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,spp,no response,Individual,95.603,0.1072129,Lutjanus.spp,1
38,Perspex 1LIZARD1_CAM6_RIG1,491.312,250.233,448.177,415.83,2255.219,216.03,0.234131507,0.076531,0.0621615,0.097506333,Pipe,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,hide,Individual,371.4133333,0.078732944,Lutjanus.fulvus,1
39,Perspex 1LIZARD2_CAM2_RIG1,187.504,470.691,161.795,146.973,994.879,361.994,1.443885,0.234964,0.154848,0.191578333,Perspex,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,259.8196667,0.193796778,Diagramma.pictum,2
40,Perspex 1LIZARD2_CAM3_RIG1,NA,181.873,133.861,164.356,1484.557,334.967,0,NA,NA,NA,Perspex,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,160.03,NA,Diagramma.pictum,2
41,Perspex 1LIZARD2_CAM4_RIG1,112.339,282.862,212.514,199.036,1581.252,290.842,0,0,0,0.030680333,Perspex,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,231.4706667,0.010226778,Diagramma.pictum,2
42,Perspex 1LIZARD2_CAM5_RIG3,NA,NA,NA,NA,853.957,198.352,0,0.022707,0.032853,0,Perspex,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,no response,Individual,NA,0.01852,Diagramma.pictum,2
43,Perspex 1LIZARD3_CAM1_RIG1,268.451,0,283.778,291.882,911.769,365.923,1.35937,NA,NA,0.095120667,Perspex,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,287.83,0.095120667,Plectorhinchus.chrysotaenia,3
44,Perspex 1LIZARD3_CAM2_RIG1,529.816,NA,NA,NA,1338.549,326.044,0.15538046,NA,NA,NA,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,carponotatus,C- turn,Individual,NA,NA,Lutjanus.carponotatus,3
45,Perspex 1LIZARD4_CAM2_RIG3,NA,0,0,0,204.854,337.489,0,0,0,0,Diver,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
46,Perspex 1LIZARD4_CAM4_RIG1,670.343,0,0,0,1003.186,632.7,0,0,0,0,Perspex,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
47,Perspex 1LIZARD4_CAM5_RIG1,374.528,157.596,227.675,488.025,1732.607,554.81,0.217263842,0.126791333,0.210993333,0.066111667,Perspex,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,lineatus,C- turn,Individual,291.0986667,0.134632111,Plectorhinchus.lineatus,4
48,Perspex 2aLIZARD4_CAM2_RIG3,146.004,136.891,175.524,149.463,618.364,139.321,0,0,0,0,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,School,153.9593333,0,Lutjanus.fulviflamma,4
49,Perspex 2bLIZARD4_CAM2_RIG3,118.31,282.378,311.104,284.096,775.984,146.952,0,0.040377,0.038943,0.046643333,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,School,292.526,0.041987778,Lutjanus.fulviflamma,4
50,Perspex 2cLIZARD4_CAM2_RIG3,218.64,NA,NA,NA,527.146,166.978,0,NA,NA,NA,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,School,NA,NA,Lutjanus.fulviflamma,4
51,Perspex 2LIZARD1_CAM2_RIG3,314.162,228.732,346.662,332.772,839.79,169.91,0,0,0,0.015253667,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,302.722,0.005084556,Lutjanus.fulviflamma,1
52,Perspex 2LIZARD1_CAM4_RIG2,59.684,92.202,117.472,116.63,1113.429,204.075,0,0,0,0,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,108.768,0,Lutjanus.fulviflamma,1
53,Perspex 2LIZARD1_CAM5_RIG3,0,105.057,56.592,96.47,862.17,124.233,0.077893976,0,0,0.137739726,Perspex,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,spp,no response,Individual,86.03966667,0.045913242,Lutjanus.spp,1
54,Perspex 2LIZARD2_CAM2_RIG1,664.22,654.717,619.906,632.052,2223.166,220.464,0.748461667,0,0,0.124651,Perspex,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,C- turn,Individual,635.5583333,0.041550333,Lutjanus.fulvus,2
55,Perspex 2LIZARD2_CAM5_RIG3,NA,NA,NA,NA,845.935,284.196,0,0.025957667,0.023681,0,Shark,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,NA,0.016546222,Plectorhinchus.chrysotaenia,2
56,Perspex 2LIZARD3_CAM1_RIG1,110.805,0,0,0,1972.512,485.032,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,no response,Individual,NA,0,Plectorhinchus.albovittatus,3
57,Perspex 2LIZARD3_CAM2_RIG1,308.098,189.075,158.363,208.929,846.077,243.527,0.254408,0.102277,0.133026,0.023422667,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,185.4556667,0.086241889,Lutjanus.fulviflamma,3
58,Perspex 2LIZARD4_CAM4_RIG1,NA,708.84,630.485,646.411,1659.149,463.702,0,0,0,0,Turtle,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,661.912,0,Plectorhinchus.chrysotaenia,4
59,Perspex 2LIZARD4_CAM5_RIG1,281.864,651.562,640.143,635.395,831.105,260.48,0.355468519,0.222374333,0.209961333,0.197892667,Perspex,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,642.3666667,0.210076111,Lutjanus.fulviflamma,4
60,Perspex 3aLIZARD1_CAM2_RIG3,310.596,98.609,106.645,69.048,782.315,92.776,0,0,0.031906667,0.046935333,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,no response,School,91.434,0.026280667,Lutjanus.spp,1
61,Perspex 3aLIZARD1_CAM4_RIG2,226.764,66.556,61.825,265.382,1284.466,103.769,0,0,0.035071,0.031142333,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,School,131.2543333,0.022071111,Lutjanus.spp,1
62,Perspex 3aLIZARD4_CAM5_RIG1,608.868,749.129,780.489,764.113,2149.253,243.246,0.59135974,0.032677333,0.186363333,NA,Perspex,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,764.577,0.109520333,Lutjanus.fulviflamma,4
63,Perspex 3bLIZARD1_CAM2_RIG3,107.263,NA,NA,NA,827.549,94.917,0,NA,NA,NA,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,no response,School,NA,NA,Lutjanus.spp,1
64,Perspex 3bLIZARD1_CAM4_RIG2,97.75,109.731,154.107,103.464,1213.658,144.42,0,0,0,0,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,School,122.434,0,Lutjanus.spp,1
65,Perspex 3bLIZARD4_CAM5_RIG1,458.381,307.491,277.117,510.796,2159.205,257.292,0.20626039,0.044649,0.049122333,0,Perspex,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,365.1346667,0.031257111,Lutjanus.fulviflamma,4
66,Perspex 3cLIZARD1_CAM2_RIG3,83.733,NA,NA,NA,848.275,82.669,0,NA,NA,0,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,no response,School,NA,0,Lutjanus.spp,1
67,Perspex 3cLIZARD1_CAM4_RIG2,183.358,169.327,165.271,169.201,1129.939,102.232,0,0,0.019668333,0,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,School,167.933,0.006556111,Lutjanus.spp,1
68,Perspex 3cLIZARD4_CAM5_RIG1,665.911,931.332,736.957,808.572,1858.065,264.79,0.537731169,0.095643667,0.145011,0.112287667,Perspex,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,825.6203333,0.117647444,Lutjanus.fulviflamma,4
69,Perspex 3LIZARD2_CAM2_RIG1,243.027,183.556,114.664,142.403,1352.928,245.944,NA,NA,NA,0.05309,Perspex,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,146.8743333,0.05309,Diagramma.pictum,2
70,Perspex 3LIZARD2_CAM5_RIG3,84.67,120.721,98.118,89.911,1037.27,237.858,0,0.047820333,0.045427,0,Perspex,LIZARD2_CAM5_RIG3,Lutjanidae,Lutjanus,carponotatus,no response,Individual,102.9166667,0.031082444,Lutjanus.carponotatus,2
71,Perspex 3LIZARD3_CAM2_RIG1,142.893,296.336,230.079,246.789,904.668,259.393,0.169244444,0.138961,0.08985,0.090034333,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,257.7346667,0.106281778,Lutjanus.fulviflamma,3
72,Perspex 4LIZARD2_CAM2_RIG1,214.81,106.283,75.149,187.935,1197.883,249.786,NA,NA,NA,NA,Perspex,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,123.1223333,NA,Diagramma.pictum,2
73,Perspex 4LIZARD3_CAM2_RIG1,237.653,368.471,368.885,390.061,909.594,258.433,0.220987097,0.291556667,0,0.128642333,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,375.8056667,0.140066333,Lutjanus.fulviflamma,3
74,Pipe 1aLIZARD1_CAM2_RIG3,221.122,0,99.882,192.642,838.987,99.517,0.193025758,0.089573,0.095971,0.0404,Pipe,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,146.262,0.075314667,Lutjanus.spp,1
75,Pipe 1aLIZARD3_CAM3_RIG2,NA,201.043,201.581,226.495,1309.66,201.722,0.192631098,0.075746,0.131485,0.133308,Pipe,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,School,209.7063333,0.113513,Lutjanus.fulviflamma,3
76,Pipe 1bLIZARD1_CAM2_RIG3,92.899,NA,98.763,104.573,967.251,84.482,0.065126776,0.054385,0.045807333,0.045844667,Pipe,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,C- turn,School,101.668,0.048679,Lutjanus.spp,1
77,Pipe 1bLIZARD3_CAM3_RIG2,NA,251.003,293.124,181.571,788.737,203.924,0.091216216,0.094190333,0.049827,0.117429667,Pipe,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,School,241.8993333,0.087149,Lutjanus.fulviflamma,3
78,Pipe 1cLIZARD1_CAM2_RIG3,241.093,NA,NA,193.87,888.758,81.308,0.115123009,NA,NA,0,Pipe,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,193.87,0,Lutjanus.spp,1
79,Pipe 1LIZARD1_CAM11_RIG1,177.256,178.577,190.081,181.831,1254.08,NA,0,0,0,0,Pipe,LIZARD1_CAM11_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,183.4963333,0,Plectorhinchus.chrysotaenia,1
80,Pipe 1LIZARD1_CAM4_RIG2,209.783,168.15,183.347,149.641,788.226,117.374,0,0,NA,0,Pipe,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,167.046,0,Lutjanus.spp,1
81,Pipe 1LIZARD1_CAM6_RIG1,527.034,379.156,462.944,484.436,1997.694,252.147,0.106192771,0.092024,0,0.098863,Pipe,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,442.1786667,0.063629,Diagramma.pictum,1
82,Pipe 1LIZARD2_CAM2_RIG1,146.823,190.65,119.659,178.286,1772.207,244.881,2.2447625,0.072706667,0.084710667,0.075038,Pipe,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,162.865,0.077485111,Diagramma.pictum,2
83,Pipe 1LIZARD2_CAM3_RIG1,NA,140.757,235.872,114.789,961.861,251.248,0,NA,NA,NA,Pipe,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,163.806,NA,Diagramma.pictum,2
84,Pipe 1LIZARD2_CAM4_RIG1,219.086,282.898,271.638,212.039,1398.393,279.703,0,0,0,0,Pipe,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,255.525,0,Diagramma.pictum,2
85,Pipe 1LIZARD2_CAM5_RIG3,NA,NA,NA,NA,693.875,NA,0.058742601,0.04073,0.087216333,NA,Pipe,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,flight,Individual,NA,0.063973167,Diagramma.pictum,2
86,Pipe 1LIZARD3_CAM1_RIG1,565.624,524.318,539.65,541.277,700.431,358.941,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,535.0816667,0,Plectorhinchus.chrysotaenia,3
87,Pipe 1LIZARD3_CAM2_RIG1,226.034,243.083,64.753,81.025,2023.512,255.786,0,0.151210333,0.179419,0.150442,Pipe,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,129.6203333,0.160357111,Lutjanus.fulviflamma,3
88,Pipe 1LIZARD4_CAM2_RIG3,145.764,NA,350.651,294.071,1158.118,NA,NA,0,0,0,Pipe,LIZARD4_CAM2_RIG3,Lethrinidae,Lethrinus,atkinsoni,flight,Individual,322.361,0,Lethrinus.atkinsoni,4
89,Pipe 1LIZARD4_CAM4_RIG1,179.906,288.591,164.414,191.747,1409.628,619.959,0.156403883,0,0,0,Pipe,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,swim backwards,Individual,214.9173333,0,Plectropomus.spp,4
90,Pipe 1LIZARD4_CAM5_RIG1,239.348,887.275,483.278,298.266,1930.367,608.5,0.348994,0.145760667,0.154825,0.166811333,Pipe,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,bohar,flight,Individual,556.273,0.155799,Lutjanus.bohar,4
91,Pipe 1LIZARD5_CAM2_RIG3,132.462,107.843,106.562,108.886,659.651,403.011,0,0,0,0,Pipe,LIZARD5_CAM2_RIG3,Serranidae,Plectropomus,spp,no response,Individual,107.7636667,0,Plectropomus.spp,5
92,Pipe 2LIZARD1_CAM2_RIG3,167.103,189.371,279.316,78.54,744.946,194.236,0.069852161,0.057225,0.045797667,0.043937667,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,hide,Individual,182.409,0.048986778,Lutjanus.fulviflamma,1
93,Pipe 2LIZARD1_CAM4_RIG2,285.806,256.876,261.281,56.934,1001.676,191.812,0.124378,0.037253,NA,0.031433333,Diver,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,hide,Individual,191.697,0.034343167,Lutjanus.fulviflamma,1
94,Pipe 2LIZARD1_CAM6_RIG1,350.723,274.155,317.968,307.624,2214.918,239.683,0.177294578,0,0.199538,0.045533,Pipe,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,299.9156667,0.081690333,Diagramma.pictum,1
95,Pipe 2LIZARD2_CAM2_RIG1,104.658,32.249,36.286,268.99,1714.327,243.81,1.497311111,0,0.206282667,0.14554,Pipe,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,112.5083333,0.117274222,Diagramma.pictum,2
96,Pipe 2LIZARD2_CAM3_RIG1,NA,117.512,83.558,94.727,1903.993,266.391,0.081474286,0,0,0.050099,Pipe,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,98.599,0.016699667,Diagramma.pictum,2
97,Pipe 2LIZARD2_CAM4_RIG1,119.869,142.02,128.311,194.479,2172.642,194.865,0,0,0,0,Pipe,LIZARD2_CAM4_RIG1,Lutjanidae,Lutjanus,spp,no response,Individual,154.9366667,0,Lutjanus.spp,2
98,Pipe 2LIZARD2_CAM5_RIG3,0,NA,0,0,551.083,NA,0.128800897,0,0,0,Pipe,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,NA,0,Plectorhinchus.chrysotaenia,2
99,Pipe 2LIZARD3_CAM1_RIG1,939.995,383.416,973.411,211.601,1549.525,487.285,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,no response,Individual,522.8093333,0,Plectorhinchus.albovittatus,3
100,Pipe 2LIZARD3_CAM2_RIG1,224.625,152.115,149.256,163.057,1016.137,376.39,0,0,0,0,Pipe,LIZARD3_CAM2_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,154.8093333,0,Plectorhinchus.chrysotaenia,3
