,unique_id,dfs.fid,dfs.prior.1,dfs.prior.2,dfs.prior.3,fid,length,speed.fid,speed.prior.1,speed.prior.2,speed.prior.3,Treatment,opcode,family,genus,species,activity,school_individual,DFSAvg,speed.priorAvg,scientific,site
18,Diver 2LIZARD3_CAM3_RIG2,NA,215.28,284.869,457.41,1547.185,NA,NA,0.026354333,0.016414,0.196890667,Diver,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,319.1863333,0.079886333,Lutjanus.fulviflamma,3
19,Diver 2LIZARD4_CAM4_RIG1,0,0,97.961,0,2754.703,270.617,1.318135714,0,0.046263,NA,Shark,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,carponotatus,C- turn,Individual,97.961,0.0231315,Lutjanus.carponotatus,4
20,Diver 3LIZARD2_CAM2_RIG1,321.14,682.106,134.44,102.35,1934.461,245.161,0.590918919,0,0,0.050028,Diver,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,306.2986667,0.016676,Diagramma.pictum,2
21,Diver 3LIZARD3_CAM3_RIG2,NA,195.909,192.578,156.544,1202.818,NA,0.270395522,0.042542667,0.125339,0.040256,Diver,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,181.677,0.069379222,Lutjanus.fulviflamma,3
22,Diver 4LIZARD2_CAM2_RIG1,155.505,212.672,245.662,234.602,1751.107,268.557,0.281834737,0,0,0,Diver,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,230.9786667,0,Diagramma.pictum,2
23,Perspex 1LIZARD1_CAM2_RIG3,305.731,NA,49.224,309.093,0,161.777,0.206492063,0,0.117527667,0.090184667,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,179.1585,0.103856167,Lutjanus.fulviflamma,1
24,Perspex 1LIZARD1_CAM4_RIG2,123.9,158.38,159.824,148.06,0,110.271,0,0,0,0,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,155.4213333,0,Lutjanus.spp,1
25,Perspex 1LIZARD1_CAM5_RIG3,0,0,0,95.603,0,126.616,0.068906024,0.05765,0.156475,0.107513699,Perspex,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,spp,no response,Individual,95.603,0.1072129,Lutjanus.spp,1
26,Perspex 1LIZARD1_CAM6_RIG1,491.312,250.233,448.177,415.83,2255.219,216.03,0.234131507,0.076531,0.0621615,0.097506333,Pipe,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,hide,Individual,371.4133333,0.078732944,Lutjanus.fulvus,1
27,Perspex 1LIZARD2_CAM2_RIG1,187.504,470.691,161.795,146.973,994.879,361.994,1.443885,0.234964,0.154848,0.191578333,Perspex,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,259.8196667,0.193796778,Diagramma.pictum,2
28,Perspex 1LIZARD2_CAM3_RIG1,NA,181.873,133.861,164.356,0,334.967,0,0,NA,NA,Perspex,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,160.03,NA,Diagramma.pictum,2
29,Perspex 1LIZARD2_CAM4_RIG1,112.339,282.862,212.514,199.036,0,290.842,0,0,0,0.030680333,Perspex,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,231.4706667,0.010226778,Diagramma.pictum,2
30,Perspex 1LIZARD2_CAM5_RIG3,NA,NA,NA,NA,0,198.352,0,0.022707,0.032853,0,Perspex,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,no response,Individual,NA,0.01852,Diagramma.pictum,2
31,Perspex 1LIZARD3_CAM1_RIG1,268.451,0,283.778,291.882,0,365.923,1.35937,0,NA,0.095120667,Perspex,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,287.83,0.095120667,Plectorhinchus.chrysotaenia,3
32,Perspex 1LIZARD3_CAM2_RIG1,529.816,NA,NA,NA,1338.549,326.044,0.15538046,0,NA,NA,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,carponotatus,C- turn,Individual,NA,NA,Lutjanus.carponotatus,3
33,Perspex 1LIZARD4_CAM2_RIG3,NA,0,0,0,0,337.489,0,0,0,0,Diver,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
34,Perspex 1LIZARD4_CAM4_RIG1,670.343,0,0,0,0,632.7,0,0,0,0,Perspex,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
35,Perspex 1LIZARD4_CAM5_RIG1,374.528,157.596,227.675,488.025,1732.607,554.81,0.217263842,0.126791333,0.210993333,0.066111667,Perspex,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,lineatus,C- turn,Individual,291.0986667,0.134632111,Plectorhinchus.lineatus,4
36,Perspex 2LIZARD1_CAM2_RIG3,314.162,228.732,346.662,332.772,0,169.91,0,0,0,0.015253667,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,302.722,0.005084556,Lutjanus.fulviflamma,1
37,Perspex 2LIZARD1_CAM4_RIG2,59.684,92.202,117.472,116.63,0,204.075,0,0,0,0,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,108.768,0,Lutjanus.fulviflamma,1
38,Perspex 2LIZARD1_CAM5_RIG3,0,105.057,56.592,96.47,0,124.233,0.077893976,0,0,0.137739726,Perspex,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,spp,no response,Individual,86.03966667,0.045913242,Lutjanus.spp,1
39,Perspex 2LIZARD2_CAM2_RIG1,664.22,654.717,619.906,632.052,2223.166,220.464,0.748461667,0,0,0.124651,Perspex,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,C- turn,Individual,635.5583333,0.041550333,Lutjanus.fulvus,2
40,Perspex 2LIZARD2_CAM5_RIG3,NA,NA,NA,NA,0,284.196,0,0.025957667,0.023681,0,Shark,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,NA,0.016546222,Plectorhinchus.chrysotaenia,2
41,Perspex 2LIZARD3_CAM1_RIG1,110.805,0,0,0,0,485.032,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,no response,Individual,NA,0,Plectorhinchus.albovittatus,3
42,Perspex 2LIZARD3_CAM2_RIG1,308.098,189.075,158.363,208.929,846.077,243.527,0.254408,0.102277,0.133026,0.023422667,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,185.4556667,0.086241889,Lutjanus.fulviflamma,3
43,Perspex 2LIZARD4_CAM4_RIG1,NA,708.84,630.485,646.411,0,463.702,0,0,0,0,Turtle,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,661.912,0,Plectorhinchus.chrysotaenia,4
44,Perspex 2LIZARD4_CAM5_RIG1,281.864,651.562,640.143,635.395,831.105,260.48,0.355468519,0.222374333,0.209961333,0.197892667,Perspex,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,642.3666667,0.210076111,Lutjanus.fulviflamma,4
45,Perspex 3LIZARD2_CAM2_RIG1,243.027,183.556,114.664,142.403,1352.928,245.944,NA,0,NA,0.05309,Perspex,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,146.8743333,0.05309,Diagramma.pictum,2
46,Perspex 3LIZARD2_CAM5_RIG3,84.67,120.721,98.118,89.911,0,237.858,0,0.047820333,0.045427,0,Perspex,LIZARD2_CAM5_RIG3,Lutjanidae,Lutjanus,carponotatus,no response,Individual,102.9166667,0.031082444,Lutjanus.carponotatus,2
47,Perspex 3LIZARD3_CAM2_RIG1,142.893,296.336,230.079,246.789,904.668,259.393,0.169244444,0.138961,0.08985,0.090034333,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,257.7346667,0.106281778,Lutjanus.fulviflamma,3
48,Perspex 4LIZARD2_CAM2_RIG1,214.81,106.283,75.149,187.935,1197.883,249.786,NA,0,NA,NA,Perspex,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,123.1223333,NA,Diagramma.pictum,2
49,Perspex 4LIZARD3_CAM2_RIG1,237.653,368.471,368.885,390.061,0,258.433,0.220987097,0.291556667,0,0.128642333,Perspex,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,375.8056667,0.140066333,Lutjanus.fulviflamma,3
50,Pipe 1LIZARD1_CAM11_RIG1,177.256,178.577,190.081,181.831,0,NA,0,0,0,0,Pipe,LIZARD1_CAM11_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,183.4963333,0,Plectorhinchus.chrysotaenia,1
51,Pipe 1LIZARD1_CAM4_RIG2,209.783,168.15,183.347,149.641,0,117.374,0,0,NA,0,Pipe,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,167.046,0,Lutjanus.spp,1
52,Pipe 1LIZARD1_CAM6_RIG1,527.034,379.156,462.944,484.436,1997.694,252.147,0.106192771,0.092024,0,0.098863,Pipe,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,442.1786667,0.063629,Diagramma.pictum,1
53,Pipe 1LIZARD2_CAM2_RIG1,146.823,190.65,119.659,178.286,1772.207,244.881,2.2447625,0.072706667,0.084710667,0.075038,Pipe,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,162.865,0.077485111,Diagramma.pictum,2
54,Pipe 1LIZARD2_CAM3_RIG1,NA,140.757,235.872,114.789,0,251.248,0,0,NA,NA,Pipe,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,163.806,NA,Diagramma.pictum,2
55,Pipe 1LIZARD2_CAM4_RIG1,219.086,282.898,271.638,212.039,0,279.703,0,0,0,0,Pipe,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,255.525,0,Diagramma.pictum,2
56,Pipe 1LIZARD2_CAM5_RIG3,NA,NA,NA,NA,693.875,NA,0.058742601,0.04073,0.087216333,NA,Pipe,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,flight,Individual,NA,0.063973167,Diagramma.pictum,2
57,Pipe 1LIZARD3_CAM1_RIG1,565.624,524.318,539.65,541.277,0,358.941,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,535.0816667,0,Plectorhinchus.chrysotaenia,3
58,Pipe 1LIZARD3_CAM2_RIG1,226.034,243.083,64.753,81.025,0,255.786,0,0.151210333,0.179419,0.150442,Pipe,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,Individual,129.6203333,0.160357111,Lutjanus.fulviflamma,3
59,Pipe 1LIZARD4_CAM2_RIG3,145.764,NA,350.651,294.071,1158.118,NA,NA,0,0,0,Pipe,LIZARD4_CAM2_RIG3,Lethrinidae,Lethrinus,atkinsoni,flight,Individual,322.361,0,Lethrinus.atkinsoni,4
60,Pipe 1LIZARD4_CAM4_RIG1,179.906,288.591,164.414,191.747,1409.628,619.959,0.156403883,0,0,0,Pipe,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,no response,Individual,214.9173333,0,Plectropomus.spp,4
61,Pipe 1LIZARD4_CAM5_RIG1,239.348,887.275,483.278,298.266,1930.367,608.5,0.348994,0.145760667,0.154825,0.166811333,Pipe,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,bohar,flight,Individual,556.273,0.155799,Lutjanus.bohar,4
62,Pipe 1LIZARD5_CAM2_RIG3,132.462,107.843,106.562,108.886,0,403.011,0,0,0,0,Pipe,LIZARD5_CAM2_RIG3,Serranidae,Plectropomus,spp,no response,Individual,107.7636667,0,Plectropomus.spp,5
63,Pipe 2LIZARD1_CAM2_RIG3,167.103,189.371,279.316,78.54,744.946,194.236,0.069852161,0.057225,0.045797667,0.043937667,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,hide,Individual,182.409,0.048986778,Lutjanus.fulviflamma,1
64,Pipe 2LIZARD1_CAM4_RIG2,285.806,256.876,261.281,56.934,1001.676,191.812,0.124378,0.037253,NA,0.031433333,Diver,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,hide,Individual,191.697,0.034343167,Lutjanus.fulviflamma,1
65,Pipe 2LIZARD1_CAM6_RIG1,350.723,274.155,317.968,307.624,2214.918,239.683,0.177294578,0,0.199538,0.045533,Pipe,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,299.9156667,0.081690333,Diagramma.pictum,1
66,Pipe 2LIZARD2_CAM2_RIG1,104.658,32.249,36.286,268.99,1714.327,243.81,1.497311111,0,0.206282667,0.14554,Pipe,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,112.5083333,0.117274222,Diagramma.pictum,2
67,Pipe 2LIZARD2_CAM3_RIG1,NA,117.512,83.558,94.727,1903.993,266.391,0.081474286,0,0,0.050099,Pipe,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,98.599,0.016699667,Diagramma.pictum,2
68,Pipe 2LIZARD2_CAM4_RIG1,119.869,142.02,128.311,194.479,0,194.865,0,0,0,0,Pipe,LIZARD2_CAM4_RIG1,Lutjanidae,Lutjanus,spp,no response,Individual,154.9366667,0,Lutjanus.spp,2
69,Pipe 2LIZARD2_CAM5_RIG3,0,NA,0,0,551.083,NA,0.128800897,0,0,0,Pipe,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,NA,0,Plectorhinchus.chrysotaenia,2
70,Pipe 2LIZARD3_CAM1_RIG1,939.995,383.416,973.411,211.601,0,487.285,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,no response,Individual,522.8093333,0,Plectorhinchus.albovittatus,3
71,Pipe 2LIZARD3_CAM2_RIG1,224.625,152.115,149.256,163.057,0,376.39,0,0,0,0,Pipe,LIZARD3_CAM2_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,154.8093333,0,Plectorhinchus.chrysotaenia,3
72,Pipe 2LIZARD4_CAM2_RIG3,NA,NA,NA,NA,0,303.778,0,0,0,0,Pipe,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
73,Pipe 2LIZARD4_CAM4_RIG1,765.029,285.019,695.15,696.182,0,410.864,0,0,0,0,Pipe,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,558.7836667,0,Plectorhinchus.chrysotaenia,4
74,Pipe 3LIZARD2_CAM5_RIG3,0,0,0,0,1083.358,NA,0.404039474,0.025279333,0.016351667,0,Pipe,LIZARD2_CAM5_RIG3,Lutjanidae,Lutjanus,carponotatus,flight,Individual,NA,0.013877,Lutjanus.carponotatus,2
75,Pipe 3LIZARD3_CAM1_RIG1,571.542,NA,NA,NA,0,NA,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,NA,0,Plectorhinchus.chrysotaenia,3
76,Shark 1LIZARD1_CAM4_RIG2,146.72,136.228,137.898,134.717,0,114.044,0.028106283,0,0,0.01509,Shark,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,136.281,0.007545,Lutjanus.spp,1
77,Shark 1LIZARD1_CAM6_RIG1,211.654,101.586,129.353,137.258,2628.792,215.732,0.29946,0,0,0.29393,Shark,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,flight,Individual,122.7323333,0.097976667,Lutjanus.fulvus,1
78,Shark 1LIZARD2_CAM2_RIG1,315.372,274.186,294.168,302.74,1927.475,239.945,0.238661224,0,0,0,Shark,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,290.3646667,0,Diagramma.pictum,2
79,Shark 1LIZARD2_CAM3_RIG1,NA,236.533,144.928,217.371,1327.082,248.576,0.268691732,0.141835667,0.130439333,0.083156667,Shark,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,199.6106667,0.118477222,Diagramma.pictum,2
80,Shark 1LIZARD2_CAM4_RIG1,418.414,319.684,529.588,433.333,1891.677,290.038,0.2862975,0,0,0.067897,Turtle,LIZARD2_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,427.535,0.022632333,Lutjanus.fulviflamma,2
81,Shark 1LIZARD2_CAM5_RIG3,NA,325.675,NA,NA,1099.562,191.864,0.065816047,0.077425,0.067503667,0.097054,Shark,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,C- turn,Individual,325.675,0.080660889,Diagramma.pictum,2
82,Shark 1LIZARD3_CAM3_RIG2,NA,129.236,135.459,143.23,1178.849,271.971,0.251672038,0,0,0.059442,Shark,LIZARD3_CAM3_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,135.975,0.019814,Plectorhinchus.chrysotaenia,3
83,Shark 1LIZARD3_CAM5_RIG3,52.247,50.662,42.758,47.2,1185.486,274.712,0.459763158,0,0,0,Shark,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,lineatus,flight,Individual,46.87333333,0,Plectorhinchus.lineatus,3
84,Shark 1LIZARD3_CAM6_RIG2,137.727,146.406,149.927,154.41,0,248.028,0,0,0,0,Turtle,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,150.2476667,0,Plectorhinchus.chrysotaenia,3
85,Shark 1LIZARD4_CAM2_RIG3,256.505,NA,330.622,352.36,766.551,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,hide,Individual,341.491,NA,Plectropomus.spp,4
86,Shark 1LIZARD4_CAM4_RIG1,129.417,216.004,386.478,200.355,1695.648,520.609,0.63108037,0.081669,0.155951667,NA,Shark,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,flight,Individual,267.6123333,0.118810333,Plectropomus.spp,4
87,Shark 1LIZARD4_CAM5_RIG1,224.296,507.676,359.027,259.275,1210.33,402.95,0.295712262,0.03183,0,0.08737,Shark,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,375.326,0.039733333,Plectorhinchus.chrysotaenia,4
88,Shark 1LIZARD5_CAM1_RIG2,35.038,147.33,53.905,37.068,1011.275,390.817,0.2393696,0.029227667,0,0,Shark,LIZARD5_CAM1_RIG2,Serranidae,Plectropomus,spp,flight,Individual,79.43433333,0.009742556,Plectropomus.spp,5
89,Shark 2LIZARD1_CAM4_RIG2,263.014,127.969,137.609,124.947,1592.574,211.539,0.16073318,0,0.034284667,0.032580333,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,130.175,0.022288333,Lutjanus.fulviflamma,1
90,Shark 2LIZARD1_CAM6_RIG1,100.373,128.225,104.984,115.31,2277.881,163.1,0.223373295,0,0.353415,0.308092,Shark,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,116.173,0.220502333,Lutjanus.fulviflamma,1
91,Shark 2LIZARD2_CAM3_RIG1,NA,246.753,278.144,265.135,1670.8,258.572,0.199788078,0.135924,0.133326667,0.033691,Shark,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,263.344,0.100980556,Diagramma.pictum,2
92,Shark 2LIZARD2_CAM4_RIG1,101.942,161.219,161.4,150.568,0,312.699,0,0,0,0,Turtle,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,157.729,0,Diagramma.pictum,2
93,Shark 2LIZARD2_CAM5_RIG3,499.087,367.253,580.429,548.572,0,307.483,0,0.037114,0,0,Shark,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,498.7513333,0.012371333,Plectorhinchus.chrysotaenia,2
94,Shark 2LIZARD3_CAM1_RIG1,1064.438,NA,187.966,159.835,1558.45,NA,1.804476923,0,0,0.114515667,Shark,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,173.9005,0.038171889,Plectorhinchus.chrysotaenia,3
95,Shark 2LIZARD4_CAM2_RIG3,412.948,0,NA,96.894,613.29,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,flight,Individual,96.894,NA,Plectropomus.spp,4
96,Shark 2LIZARD4_CAM4_RIG1,797.49,141.597,98.813,263.328,1963.081,437.9,0.279903913,0.077283667,0,0,Shark,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,167.9126667,0.025761222,Plectorhinchus.chrysotaenia,4
97,Shark 2LIZARD4_CAM5_RIG1,228.779,304.95,288.027,272.395,2069.6,348.225,0.193540872,0,0,0,Pipe,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,lineatus,flight,Individual,288.4573333,0,Plectorhinchus.lineatus,4
98,Shark 3LIZARD2_CAM3_RIG1,NA,130.071,245.923,332.596,1895.173,237.704,0.034018491,0.105467333,0.093723333,0.034837667,Shark,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,236.1966667,0.078009444,Diagramma.pictum,2
99,Shark 3LIZARD3_CAM1_RIG1,298.225,353.502,290.439,201.541,1361.233,382.229,0.642214953,0,0,0.088197333,Shark,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,281.8273333,0.029399111,Plectorhinchus.chrysotaenia,3
100,Shark 3LIZARD4_CAM4_RIG1,577.773,137.605,0,600.526,2357.937,739.431,0.505414371,0.112800667,0.152524667,0.096395667,Perspex,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,bohar,flight,Individual,369.0655,0.120573667,Lutjanus.bohar,4
101,Shark 4LIZARD3_CAM1_RIG1,565.009,704.207,770.193,870.916,1056.439,375.78,1.13289,0,0,0.145799333,Shark,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,781.772,0.048599778,Plectorhinchus.chrysotaenia,3
